ABC_tran	19644	66551	16	0.018625019435627305	0.015495919724467311	0.00014983914327266318
MFS_1	8387	47645	6	0.007952489846069832	0.011093860307608628	6.16984707593319e-05
BPD_transp_1	14119	32762	1	0.013386880856760375	0.007628513311887283	1.7628134502666256e-05
Response_reg	6348	29598	0	0.006019355988638217	0.006891809831778278	8.814067251333128e-06
LysR_substrate	7225	26384	1	0.006850821605591393	0.00614346438769789	1.7628134502666256e-05
HTH_1	7493	26318	1	0.007104906879643219	0.0061280969952556665	1.7628134502666256e-05
HATPase_c	4192	22125	82	0.003975296843654125	0.005151801896615634	0.0007315675818606496
adh_short	7199	21723	25	0.006826171541690843	0.005058200506285729	0.00022916574853466132
adh_short_C2	7092	21105	19	0.006724727047946271	0.004914305831599457	0.00017628134502666254
HTH_23	1292	19829	56	0.0012258666393619804	0.004617202911049807	0.0005024018333259883
rve	14833	18163	83	0.014063809534644717	0.004229292671523384	0.0007403816491119827
rve_3	5889	15226	11	0.0055841875528554255	0.0035454437078444485	0.00010576880701599753
HTH_18	3919	13734	1	0.0037164711726983476	0.0031980475029384317	1.7628134502666256e-05
EamA	2646	13594	3	0.002509566120952175	0.003165450003818564	3.525626900533251e-05
AMP-binding	2794	13475	0	0.0026498818693091535	0.0031377421295666766	8.814067251333128e-06
HisKA	2653	12854	0	0.002516202676617708	0.0029931489370421216	8.814067251333128e-06
KR	4626	12641	3	0.004386763294917157	0.0029435541705240373	3.525626900533251e-05
Hexapep	1094	12602	12	0.0010381469219654822	0.00293447343862636	0.00011458287426733066
Pyr_redox_2	3162	12580	3	0.0029987750814400188	0.0029293509744789522	3.525626900533251e-05
Acetyltransf_1	2374	12477	46	0.002251688529377188	0.002905368528697907	0.000414261160812657
Sugar_tr	2153	12314	2	0.0020421629862225105	0.002867415726151204	2.6442201753999383e-05
Aminotran_1_2	1564	12201	3	0.0014837442309369678	0.0028411048875758823	3.525626900533251e-05
HTH_AraC	3148	12000	1	0.0029855019701089535	0.0027943041924109297	1.7628134502666256e-05
TetR_N	3715	11806	3	0.003523062979017107	0.0027491333722019706	3.525626900533251e-05
Methyltransf_25	1827	11570	48	0.0017330891080848418	0.0026941833022570507	0.0004318892953153233
AAA	1363	11538	295	0.0012931802753980985	0.002686732445315367	0.002608963906394606
GntR	4500	11418	1	0.004267305292937567	0.002658791731784052	1.7628134502666256e-05
CBS	1414	11333	0	0.0013415323238184086	0.0026390003930327035	8.814067251333128e-06
HTH_28	1866	11141	2	0.0017700642039356672	0.0025942952513825996	2.6442201753999383e-05
Trans_reg_C	2246	10585	2	0.0021303343686360173	0.00246483661202084	2.6442201753999383e-05
Radical_SAM	1061	10481	59	0.0010068603023993994	0.0024406213269603672	0.0005288440350799876
Abhydrolase_1	2788	10270	38	0.002644193393024411	0.002391492239001138	0.000343748622801992
HTH_32	1143	10104	0	0.0010846028116242117	0.0023528409186161525	8.814067251333128e-06
Aldedh	2824	10026	0	0.002678324250732865	0.0023346794548207974	8.814067251333128e-06
Methyltransf_31	1384	10004	27	0.001313089942394697	0.0023295569906733897	0.0002467938830373276
LZ_Tnp_IS481	176	9974	1	0.0001678100503998999	0.002322571812290561	1.7628134502666256e-05
Hydrolase	2100	9829	5	0.0019919147790406194	0.0022888101167735553	5.288440350799877e-05
Helicase_C	801	9670	600	0.0007603596633938966	0.002251788671344563	0.0052972544180512095
Epimerase	2553	9599	101	0.0024213947385386685	0.0022352570825052015	0.000899034859635979
Methyltransf_11	1629	9281	40	0.0015453693906883437	0.002161214191647217	0.0003613767573046582
GGDEF	2017	9093	2	0.0019132241904350168	0.002117440407114823	2.6442201753999383e-05
AAA_21	1952	9086	13	0.0018515990306836412	0.00211581053215883	0.0001233969415186638
MMR_HSR1	202	8727	3	0.00019246011430045014	0.0020322212308443123	3.525626900533251e-05
Abhydrolase_6	2568	8567	35	0.002435615929250524	0.0019949669461358926	0.0003173064210479926
TPR_16	1648	8331	0	0.001563382898923361	0.001940016876190973	8.814067251333128e-06
Glycos_transf_2	1671	8270	43	0.0015851887246815402	0.0019258136801458877	0.00038781895905865764
TonB_dep_Rec	1600	8253	0	0.001517875088645422	0.0019218554123956182	8.814067251333128e-06
Pyr_redox	1868	8231	3	0.0017719603626972478	0.0019167329482482104	3.525626900533251e-05
OEP	2323	8129	0	0.0022033364809568774	0.0018929833417465926	8.814067251333128e-06
GerE	2344	8101	4	0.0022232461479534758	0.0018864638419226192	4.4070336256665636e-05
AMP-binding_C	2045	8088	0	0.0019397704130971478	0.00188343693129006	8.814067251333128e-06
Hydrolase_4	2072	8035	45	0.0019653685563784883	0.0018710964494803959	0.00040544709356132386
Acetyltransf_10	1434	8014	28	0.0013604939114342165	0.0018662068246124157	0.0002556079502886607
GTP_EFTU	362	7965	13	0.00034415281522691334	0.0018547976999204621	0.0001233969415186638
ADH_zinc_N	2628	7859	5	0.002492500692097948	0.001830116736301134	5.288440350799877e-05
Sel1	1462	7849	42	0.0013870401340963477	0.0018277883435068576	0.0003790048918073245
PP-binding	2060	7798	5	0.0019539916038090036	0.0018159135402560486	5.288440350799877e-05
Plug	1493	7757	0	0.00141643059490085	0.001806367129799516	8.814067251333128e-06
BPD_transp_2	4249	7750	0	0.004029337368359178	0.0018047372548435226	8.814067251333128e-06
AA_permease_2	678	7527	0	0.0006437458995566781	0.0017528140955311623	8.814067251333128e-06
DEAD	627	7514	247	0.0005953938511363679	0.0017497871848986032	0.0021858886783306156
Glycos_transf_1	1749	7482	48	0.001659138916383191	0.0017423363279569191	0.0004318892953153233
Sigma70_r2	1309	7462	58	0.0012419839888354173	0.0017376795423683666	0.0005200299678286545
HemolysinCabind	11605	7417	0	0.011003409293453323	0.0017272017747941234	8.814067251333128e-06
Methyltransf_23	1531	7396	39	0.0014524576113708848	0.0017223121499261435	0.0003525626900533251
SBP_bac_3	1932	7326	0	0.001832637443067833	0.0017060134003662095	8.814067251333128e-06
PAS_9	3302	7292	0	0.003131506194750674	0.0016980968648656705	8.814067251333128e-06
Peripla_BP_1	3015	7275	0	0.002859407412463831	0.0016941385971154007	8.814067251333128e-06
NUDIX	594	7212	132	0.0005641072315702849	0.0016794697225114604	0.0011722709444273059
S1	85	7186	4	8.153482674797395e-05	0.001673415901246342	4.4070336256665636e-05
Glyco_trans_1_4	1743	7030	33	0.0016534504400984485	0.0016370929736556326	0.00029967828654532637
SBP_bac_1	2909	6969	4	0.002758910998100049	0.0016228897776105475	4.4070336256665636e-05
DAO	2167	6962	7	0.002055436097553576	0.001621259902654554	7.051253801066502e-05
Peripla_BP_4	3496	6960	0	0.0033154335946240106	0.0016207942240956989	8.814067251333128e-06
AA_permease	588	6951	0	0.0005584187552855425	0.0016186986705808502	8.814067251333128e-06
Phage_integrase	7130	6823	507	0.0067607540644163055	0.0015888952428141142	0.004477546163677229
